time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-10-10T19:44:13.790Z,42.5556667,-111.4156667,6.97,1.470,md,16,57,0.03987,0.15,uu,uu60252037,2017-10-11T15:01:10.310Z,"18km SE of Soda Springs, Idaho",earthquake,0.38,0.58,0.187,7,reviewed,uu,uu
2017-10-10T19:59:24.350Z,36.9405,27.3346,5.01,4.400,mb,,45,0.962,0.82,us,us1000apsm,2017-10-11T23:09:10.610Z,"6km NE of Kos, Greece",earthquake,4.3,4.5,0.075,51,reviewed,us,us
2017-10-10T20:08:55.666Z,61.1665,-140.0181,0,1.600,ml,,,,0.43,ak,ak17007602,2017-10-10T20:12:49.664Z,"143km WNW of Haines Junction, Canada",earthquake,,0.3,,,automatic,ak,ak
2017-10-10T20:14:26.202Z,60.755,-150.8783,50.3,1.700,ml,,,,0.45,ak,ak17007604,2017-10-10T20:19:00.796Z,"23km ENE of Nikiski, Alaska",earthquake,,1,,,automatic,ak,ak
2017-10-10T20:14:58.470Z,43.1134,-110.893,4.31,2.900,ml,,79,0.25,0.42,us,us1000apt4,2017-10-11T17:07:54.040Z,"20km SSW of Hoback, Wyoming",earthquake,0.8,5.7,0.04,84,reviewed,us,us
2017-10-10T20:15:21.690Z,33.5135,-116.4555,7.05,0.570,ml,19,100,0.02678,0.13,ci,ci38022752,2017-10-10T20:37:42.901Z,"21km ESE of Anza, CA",earthquake,0.28,0.52,0.112,7,reviewed,ci,ci
2017-10-10T20:21:36.020Z,38.7966652,-122.7939987,2.6,1.590,md,18,98,0.00589,0.03,nc,nc72907201,2017-10-10T23:44:03.166Z,"3km WNW of The Geysers, California",earthquake,0.27,0.52,0.07,8,automatic,nc,nc
2017-10-10T20:25:25.370Z,38.6822,-97.5052,5,2.500,mb_lg,,97,0.814,0.63,us,us1000apti,2017-10-11T17:53:15.505Z,"19km SSE of Salina, Kansas",earthquake,2.1,2,0.132,15,reviewed,us,us
2017-10-10T21:04:45.083Z,62.2246,-148.5003,7.4,1.500,ml,,,,0.56,ak,ak17007960,2017-10-10T21:09:28.634Z,"51km NNE of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-10-10T21:24:03.020Z,32.9463333,-115.5316667,11.68,2.370,ml,38,74,0.05097,0.28,ci,ci38022768,2017-10-11T14:49:57.220Z,"4km S of Brawley, CA",earthquake,0.26,0.42,0.181,47,reviewed,ci,ci
2017-10-10T21:28:19.060Z,32.9555,-115.5373333,11.57,3.120,ml,49,75,0.05736,0.28,ci,ci38022776,2017-10-11T15:01:06.540Z,"3km SSW of Brawley, CA",earthquake,0.25,0.42,0.159,198,reviewed,ci,ci
2017-10-10T21:30:42.594Z,61.6948,-148.2009,32.3,1.000,ml,,,,0.27,ak,ak17007992,2017-10-10T22:43:41.797Z,"36km ESE of Sutton-Alpine, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-10-10T21:34:41.340Z,33.9785,-116.2703333,5.94,0.980,ml,19,53,0.0964,0.16,ci,ci38022784,2017-10-11T13:58:34.545Z,"18km SSE of Joshua Tree, CA",earthquake,0.28,1.02,0.188,23,reviewed,ci,ci
2017-10-10T21:46:34.710Z,32.9481667,-115.5418333,10.46,1.460,ml,13,75,0.0492,0.19,ci,ci37168668,2017-10-11T15:15:54.451Z,"4km SSW of Brawley, CA",earthquake,0.39,0.71,0.186,13,reviewed,ci,ci
2017-10-10T21:47:02.380Z,32.9385,-115.5385,10.02,1.760,ml,29,76,0.04138,0.24,ci,ci38022792,2017-10-11T15:11:19.794Z,"4km S of Brawley, CA",earthquake,0.29,0.58,0.174,40,reviewed,ci,ci
2017-10-10T21:48:21.640Z,45.9195,-111.3998333,-2,0.850,ml,7,178,0.266,0.21,mb,mb80260484,2017-10-11T23:47:34.340Z,"8km NW of Manhattan, Montana",quarry blast,1.09,31.61,0.165,2,reviewed,mb,mb
2017-10-10T22:03:07.980Z,34.0745,-116.6806667,4.68,1.350,ml,56,31,0.04501,0.2,ci,ci38022800,2017-10-11T15:37:37.200Z,"10km WNW of Morongo Valley, CA",earthquake,0.18,0.53,0.126,32,reviewed,ci,ci
2017-10-10T22:13:37.200Z,39.5472,-119.4917,1.1,1.400,ml,12,90.74,0.183,0.2003,nn,nn00608810,2017-10-10T23:27:14.273Z,"21km WSW of Fernley, Nevada",earthquake,,2,0.18,8,reviewed,nn,nn
2017-10-10T22:15:45.520Z,38.8258324,-122.7900009,1.2,1.210,md,15,45,0.01636,0.02,nc,nc72907206,2017-10-11T02:12:02.863Z,"5km W of Cobb, California",earthquake,0.21,0.47,0.09,6,automatic,nc,nc
2017-10-10T22:16:12.841Z,62.7622,-150.8558,81.6,1.700,ml,,,,0.59,ak,ak17008427,2017-10-10T22:19:55.670Z,"62km NW of Talkeetna, Alaska",earthquake,,1.3,,,automatic,ak,ak
2017-10-10T22:16:30.710Z,33.9818333,-116.2715,2.67,1.410,ml,38,54,0.09906,0.21,ci,ci38022808,2017-10-11T13:59:23.130Z,"17km SSE of Joshua Tree, CA",earthquake,0.28,0.52,0.148,28,reviewed,ci,ci
2017-10-10T22:26:57.790Z,47.866,-121.6313333,8.33,0.880,ml,8,139,0.1116,0.08,uw,uw61316722,2017-10-12T03:59:10.160Z,"5km ENE of Gold Bar, Washington",earthquake,0.43,0.99,0.066,4,reviewed,uw,uw
2017-10-10T23:10:15.840Z,-8.3319,123.4362,10,4.800,mb,,55,1.223,1.21,us,us1000apy4,2017-10-10T23:29:20.040Z,"81km ENE of Sukutukang, Indonesia",earthquake,3.9,1.9,0.101,30,reviewed,us,us
2017-10-10T23:11:56.030Z,33.4963333,-116.7985,4.55,1.250,ml,65,23,0.01607,0.2,ci,ci38022832,2017-10-11T15:52:41.740Z,"9km NE of Aguanga, CA",earthquake,0.14,0.31,0.157,38,reviewed,ci,ci
2017-10-10T23:23:52.650Z,19.4489994,-155.2315063,30.33,1.970,md,42,56,0.03433,0.16,hv,hv61940191,2017-10-10T23:27:23.380Z,"2km NNE of Volcano, Hawaii",earthquake,0.48,0.47,0.08,15,automatic,hv,hv
2017-10-10T23:24:01.473Z,61.1575,-140.0109,0,1.400,ml,,,,0.47,ak,ak17008801,2017-10-10T23:27:03.339Z,"142km WNW of Haines Junction, Canada",earthquake,,0.4,,,automatic,ak,ak
2017-10-10T23:24:37.000Z,33.5065,-116.7941667,5.34,0.250,ml,14,201,0.07554,0.06,ci,ci38022840,2017-10-11T17:03:23.163Z,"10km NE of Aguanga, CA",earthquake,0.26,0.63,0.146,7,reviewed,ci,ci
2017-10-10T23:31:45.200Z,37.0352,-104.9013,3.73,3.400,ml,,29,0.128,1.1,us,us1000apye,2017-10-11T20:07:48.286Z,"38km WSW of Trinidad, Colorado",earthquake,5.1,7.4,0.071,86,reviewed,us,us
2017-10-10T23:48:36.180Z,34.1506667,-116.4441667,8.25,0.840,ml,24,77,0.05592,0.13,ci,ci38022848,2017-10-11T15:56:16.251Z,"4km NNW of Yucca Valley, CA",earthquake,0.21,0.57,0.13,11,reviewed,ci,ci
2017-10-10T23:54:54.335Z,63.4725,-148.1311,12.1,1.300,ml,,,,0.79,ak,ak17009159,2017-10-11T00:00:32.324Z,"41km ENE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-10-10T23:55:47.060Z,15.6923,-93.0224,106.13,4.600,mb,,145,1.034,0.98,us,us1000apz3,2017-10-11T00:25:22.106Z,"22km E of Pijijiapan, Mexico",earthquake,4.6,8.2,0.042,173,reviewed,us,us
